"","longitude","latitude","k3","k4","k5","k6"
"19707",70.401762,33.173506,1,1,1,1
"19709",67.333333,29.866667,1,1,1,1
"19712",63.060556,26.004167,2,3,5,5
"19794",74.342181,31.543321,2,2,2,2
"19903",71.58049,34.014975,1,1,1,1
"19904",70.14558,32.974638,1,1,1,1
"19905",73.044135,33.598394,3,4,4,4
"19921",67.009939,24.861462,2,3,3,3
"19947",72.04721,34.19687,1,1,1,1
"19958",70.278036,32.970704,3,4,4,4
"20019",67.064925,24.898403,3,4,4,4
"20031",66.616667,27.8,2,2,2,2
"20119",63.060556,26.004167,2,3,5,5
"20196",69.398299,28.948411,1,1,1,1
"20398",64.19637,26.750388,1,1,1,1
"20490",67.003051,30.191332,3,4,4,4
"20529",66.369349,27.342228,1,1,1,1
"20547",70.356397,32.246185,1,1,1,1
"20562",71.472235,34.029149,2,3,5,5
"20599",73.072993,33.668065,2,3,5,5
"20668",67.01,30.12,1,1,1,1
"20723",67.009939,24.861462,2,3,3,3
"20747",66.999038,30.183419,1,1,1,1
"20748",71.15039,33.5538,3,4,4,4
"20808",67.01,24.86,2,2,2,2
"20818",67.163958,24.824478,2,3,5,5
"20837",69.859741,32.320237,2,3,5,5
"20838",71.58049,34.014975,2,3,5,5
"20853",64.1,26.966667,1,1,1,1
"20867",67.009939,24.861462,3,4,4,4
"20893",72.067556,34.202896,2,3,5,5
"20899",64.133769,26.953689,2,2,2,2
"20904",68.216667,28.55,1,1,1,1
"20919",67.779717,29.774149,1,1,1,1
"20945",71.574157,34.011119,2,2,2,2
"20948",71.58049,34.014975,2,2,2,2
"20949",71.58049,34.014975,2,2,2,2
"21030",70.461674,31.931404,1,1,1,1
"21032",72.469199,34.119817,2,2,2,2
"21060",67.009939,24.861462,2,3,5,5
"21067",71.192994,33.622423,1,1,1,1
"21102",69.001648,28.923448,1,1,1,1
"21113",74.348483,31.523263,2,3,5,5
"21146",72.765153,34.803112,1,1,1,1
"21147",72.765153,34.803106,1,1,1,1
"21157",71.146135,34.091295,1,1,1,1
"21191",73.481547,33.011614,1,1,1,1
"21197",67.033411,24.916533,2,3,5,5
"21201",67.01,24.86,2,2,2,2
"21251",66.469774,30.164757,2,3,5,5
"21252",69.186431,28.636138,1,1,1,1
"21281",70.604167,32.986111,1,1,1,1
"21305",73.04251,33.587775,3,4,4,4
"21328",69.100003,29.142127,1,1,1,1
"21330",70.916667,31.816667,1,1,1,1
"21331",70.916667,31.816667,1,1,1,1
"21344",66.616667,27.8,1,1,1,1
"21353",67.189449,29.408737,3,4,4,4
"21379",66.994972,30.182417,2,2,2,2
"21390",70.907124,33.443839,2,3,5,5
"21406",74.258292,31.433238,2,2,2,2
"21409",71.627941,34.164304,1,1,1,1
"21434",69.15,29.033333,1,1,1,1
"21462",69.100003,29.142127,1,1,1,1
"21463",69.188794,28.635768,1,1,1,1
"21495",66.981764,30.142033,1,1,1,1
"21580",69.100003,29.142127,1,1,1,1
"21598",70.29975,28.416328,2,3,5,5
"21705",67.033368,24.933392,1,1,1,1
"21706",67.033368,24.933392,1,1,1,1
"21707",67.033368,24.933392,3,4,4,4
"21728",69.100003,29.142127,1,1,1,1
"21729",69.4,28.95,1,1,1,1
"21731",66.966667,24.95,2,2,2,2
"21764",68.12925,28.62643,1,1,1,1
"21858",71.560564,33.91929,2,3,5,5
"21877",68.348833,28.374475,1,1,1,6
"21900",71.571416,34.01094,1,1,1,6
"21907",64.140501,26.733346,1,1,1,6
"22013",71.572441,34.007989,3,4,4,4
"22019",67.519728,24.790085,1,1,1,6
"22026",68.944561,29.01674,1,1,1,6
"22128",62.04134,26.115009,2,3,3,3
"22129",66.369478,27.341446,1,1,1,6
"22130",69.097689,29.143466,1,1,1,6
"22131",66.369478,27.341446,1,1,1,6
"22171",64.115782,26.733346,1,1,1,6
"22213",69.15,29.033333,2,3,5,5
"22221",70.30558,28.420391,1,1,1,6
"22247",70.298874,28.421156,1,1,1,6
"22248",70.298874,28.421156,1,1,1,6
"22268",68.134975,29.528359,1,1,1,6
"22300",66.998734,30.182971,2,2,2,2
"22324",71.571411,34.010835,1,1,1,6
"22339",64.1,26.966667,1,1,1,6
"22382",67.267471,24.852952,3,4,4,4
"22385",62.362505,26.098336,2,2,2,2
"22427",69.822057,30.860421,2,3,3,3
"22428",62.362505,26.098336,2,2,2,2
"22436",67.081011,24.825106,3,4,4,4
"22481",69.150218,29.033283,1,1,1,6
"22492",70.735724,33.425245,1,1,1,1
"22515",71.462588,33.922054,1,1,1,6
"22518",68.775001,28.239069,1,1,1,6
"22553",67.171238,25.027132,2,3,3,3
"22560",65.13435,27.410787,2,3,5,5
"22624",71.495854,33.694454,2,3,5,5
"22680",69.191716,28.633952,1,1,1,6
"22751",68.899169,30.397753,2,3,5,5
"22753",69.764435,27.792663,1,1,1,6
"22763",67.007675,24.95046,2,3,5,5
"22780",66.918709,24.867438,1,1,1,6
"22824",69.186431,28.636138,1,1,1,6
"22897",71.43326,33.583451,1,1,1,6
"22909",66.986376,24.951744,2,3,5,5
"22948",71.571411,34.010835,3,4,4,4
"22952",62.03376,26.111053,2,3,5,5
"22955",65.230796,26.458388,2,2,2,2
"23239",71.384407,33.999123,1,1,1,1
"23240",71.384407,33.999123,1,1,1,1
"23257",69.184641,28.241585,1,1,1,1
"23284",69.355563,30.074714,2,3,5,5
"23308",68.542915,28.520009,1,1,1,1
"23310",64.096386,26.973499,2,3,3,3
"23311",64.096851,26.971166,1,1,1,1
"23362",73.093458,33.728986,3,4,4,4
"23371",68.211274,28.560113,1,1,1,1
"23375",67.017217,24.859188,2,3,5,5
"23389",67.049354,24.891297,2,3,5,5
"23421",68.348807,28.374483,1,1,1,1
"23425",71.400043,34.376399,2,3,5,5
"23450",69.099566,29.142376,1,1,1,1
"23451",69.505408,28.973496,1,1,1,1
"23454",71.055845,33.53386,1,1,1,1
"23496",66.024062,29.553274,2,3,5,5
"23497",66.994259,24.868206,1,1,1,1
"23498",70.304379,28.422321,1,1,1,1
"23549",69.149956,29.033797,1,1,1,1
"23583",62.039669,26.117181,2,3,5,5
"23585",67.951329,27.494766,1,1,1,1
"23655",69.149956,29.033797,1,1,1,1
"23658",67.333325,29.866659,1,1,1,1
"23703",68.576476,30.388749,1,1,1,1
"23817",69.099566,29.142376,1,1,1,1
"23822",70.572217,31.701629,2,3,5,5
"23857",67.909141,28.021762,1,1,1,1
"23913",71.484983,33.937936,3,4,4,4
"23914",67.00891,30.191055,1,1,1,1
"23916",69.099566,29.142376,1,1,1,1
"23957",69.181698,28.244447,1,1,1,1
"23958",69.181698,28.244447,1,1,1,1
"23964",63.884167,26.014444,2,3,3,3
"23967",71.555529,33.911719,2,2,2,2
"23997",67.350351,24.830846,1,1,1,1
"24469",69.250775,29.89948,1,1,1,1
"24486",68.715498,29.673863,1,1,1,1
"24487",68.78752,29.688231,1,1,1,1
"24613",69.099207,29.141315,1,1,1,1
"24619",63.343358,25.289404,2,3,3,3
"24633",74.357823,31.550502,2,2,2,2
"24634",66.997184,30.182774,1,1,1,1
"24728",67.333413,29.863748,2,3,5,5
"24729",67.099838,24.92119,1,1,1,1
"24730",67.358368,24.870301,1,1,1,1
"24915",69.060404,28.919325,1,1,1,1
"24956",68.043697,28.177277,1,1,1,1
"25010",69.097978,29.141792,1,1,1,1
"25041",69.911057,28.424476,1,1,1,1
"25092",69.657587,32.051614,2,2,2,2
"25105",67.869876,29.547091,1,1,1,1
"25128",67.038254,24.818718,1,1,1,1
"25158",73.09317,33.729476,1,1,1,1
"25193",70.158579,32.111514,2,3,5,5
"25225",71.381002,34.002482,2,3,5,5
"25313",72.751487,33.771634,1,1,1,1
"25334",66.982798,30.149369,2,3,5,5
"25349",71.200694,34.010739,2,2,2,2
"25612",69.151268,29.034139,1,1,1,1
"25656",71.145762,34.092056,3,4,4,4
"25693",71.145762,34.092056,1,1,1,1
"25713",68.012915,28.990638,1,1,1,1
"25715",64.106724,26.960747,1,1,1,1
"25717",66.963545,30.177785,2,3,5,5
"25769",71.587065,34.012447,1,1,1,1
"25783",66.444985,30.921901,1,1,1,1
"25787",64.113616,26.96901,2,3,5,5
"25790",71.553107,33.913186,2,3,5,5
"25831",68.413037,28.645023,1,1,1,1
"25886",69.097978,29.141792,1,1,1,1
"25887",71.553107,33.913186,2,3,5,5
"25928",67.066935,24.895119,3,4,4,4
"25951",68.334116,28.868503,2,3,3,3
"25970",67.044474,24.831824,1,1,1,1
"26055",70.303196,28.422815,1,1,1,1
"26057",71.173765,34.112185,1,1,1,1
"26114",62.365662,26.101239,2,3,5,5
"26187",69.830794,32.565625,1,1,1,1
"26337",65.13435,27.410787,1,1,1,1
"26340",67.375877,29.700041,1,1,1,1
"26405",68.129251,28.626429,1,1,1,1
"26446",66.020134,29.556918,1,1,1,1
"26449",64.1,26.966667,2,3,5,5
"26466",71.41416,34.00135,2,2,2,2
"26473",67.009863,24.881129,2,3,3,3
"26507",62.875278,25.531389,2,3,3,3
"26508",62.366214,26.101116,2,3,5,5
"26622",70.033952,33.133244,1,1,1,1
"26795",66.60848,27.79613,1,1,1,1
"26920",71.27,34.533889,1,1,1,1
"27004",64.102083,26.962583,2,2,2,2
"27010",73.044039,33.597896,1,1,1,1
"27130",69.954053,28.686462,1,1,1,1
"27134",71.530072,34.739867,1,1,1,1
"27135",71.218806,34.688215,1,1,1,1
"27196",70.335675,31.733877,2,2,2,2
"27244",67.657531,29.261365,1,1,1,1
"27292",63.04399,26.00228,2,3,5,5
"27293",63.888592,26.006543,1,1,1,1
"27294",68.36939,25.381751,1,1,1,1
"27295",67.033333,24.933333,1,1,1,1
"27342",70.278036,32.970704,2,3,5,5
"27418",71.334722,34.390278,1,1,1,1
"27477",65.598567,28.306333,2,3,5,5
"27479",73.093002,33.729266,1,1,1,1
"27480",73.031673,33.689401,1,1,1,1
"27481",71.329167,34.538611,1,1,1,1
"27534",66.370608,27.340505,2,3,3,3
"27549",71.429838,34.855861,1,1,1,1
"27639",69.100003,29.142127,1,1,1,1
"27754",67.020396,24.923067,2,2,2,2
"27778",70.86229,33.647254,2,3,5,5
"27818",74.356972,31.554606,2,2,2,2
"27849",72.67186,32.083741,2,2,2,2
"27850",71.50979,34.775677,2,3,5,5
"27871",71.423875,34.810615,2,3,5,5
"27876",67.361775,24.870252,2,2,2,2
"27931",64.706093,28.944654,1,1,1,1
"28017",72.642901,33.565437,3,4,4,4
"28031",71.340476,34.863742,2,3,5,5
"28032",71.279682,34.757748,2,3,5,5
"28033",71.279682,34.75775,1,1,1,1
"28061",69.183451,28.242526,2,3,5,5
"28161",68.36939,25.381751,2,3,5,5
"28172",71.307635,34.669575,1,1,1,1
"28173",71.503358,34.809653,1,1,1,1
"28208",67.168157,24.900203,3,4,4,4
"28213",61.579536,28.954218,3,4,4,4
"28240",71.34738,34.478292,2,2,2,2
"28275",61.586611,28.949068,3,4,4,4
"28294",65.572019,26.909339,1,1,1,1
"28306",70.065,33,3,4,4,4
"28307",61.745876,25.047273,1,1,1,1
"28331",67.168157,24.900203,2,3,5,5
"28339",69.15,29.033333,1,1,1,1
"28387",72.375509,34.817624,2,2,2,2
"28412",70.199506,32.087295,2,3,3,3
"28432",72.394744,34.824498,2,2,2,2
"28457",71.880699,34.51891,2,3,5,5
"28487",63.468729,25.264236,2,3,5,5
"28488",66.61678,27.799652,2,2,2,2
"28535",71.481532,33.921099,1,1,1,1
"28537",71.457132,34.54682,1,1,1,1
"28539",71.226686,34.569502,1,1,1,1
"28657",70.034601,33.134174,1,1,1,1
"28660",71.402035,30.163641,2,2,2,2
"28662",68.775,28.240278,1,1,1,1
"28676",67.904108,30.03127,2,2,2,2
"28703",67.033333,24.916667,2,3,5,5
"28704",66.994954,24.868353,1,1,1,1
"28705",67.016672,30.17116,2,2,2,2
"28813",66.99975,30.215135,2,2,2,2
"28815",73.117934,33.645544,1,1,1,1
"28923",71.376415,33.88245,2,3,5,5
"28970",71.514907,33.994038,2,3,5,5
"28971",70.401907,33.173749,3,4,4,4
"28987",71.365093,34.470008,1,1,1,1
"29037",69.800084,30.059423,1,1,1,1
"29046",67.037113,24.969857,2,3,5,5
"29077",62.264785,25.83353,2,3,3,3
"29093",71.307835,34.515548,2,3,5,5
"29159",67.200368,24.902109,1,1,1,1
"29263",66.981532,24.97031,2,3,5,5
"29289",70.277584,32.97002,2,3,5,5
"29295",63.040462,26.149308,2,2,2,2
"29451",67.002921,24.856916,1,1,1,1
"29588",70.065044,33.000037,1,1,1,1
"29623",68.351814,25.36691,2,3,5,5
"29673",63.060478,26.00422,2,2,2,2
"29699",66.992421,24.894255,2,3,5,5
"29704",71.467088,33.965648,2,2,2,2
"29739",64.088263,26.961666,2,3,5,5
"29741",67.062965,24.894499,2,3,5,5
"29742",66.953161,30.36169,2,3,5,5
"29743",68.597313,30.366942,2,3,5,5
"29788",71.649913,34.000434,2,3,5,5
"29789",63.466656,25.266759,1,1,1,1
"29808",70.604148,32.986033,1,1,1,1
"29887",71.287421,34.021103,2,2,2,2
"29899",69.100003,29.142127,1,1,1,1
"29910",71.313418,34.819364,2,3,3,3
"30146",70.362222,33.194444,2,3,5,5
"30175",66.997819,30.189365,2,3,5,5
"30178",67.129867,24.832234,2,3,5,5
"30285",66.990675,30.18364,1,1,1,1
"30287",62.65377,25.931715,1,1,1,1
"30302",71.36195,33.911742,2,3,3,3
"30303",71.577448,33.998919,1,1,1,1
"30344",66.616741,27.800389,1,1,1,1
"30399",71.457019,33.986793,2,3,5,5
"30448",66.958592,30.101766,2,2,2,2
"30452",66.019505,29.555883,2,3,5,5
"30606",67.129867,24.832234,2,3,5,5
"30625",67.211626,24.858365,2,3,5,5
"30665",63.338058,26.633584,1,1,1,1
"30724",67.006053,24.974065,2,3,5,5
"30736",67.009826,24.861292,2,3,5,5
"30754",67.254817,24.921734,2,3,5,5
"30766",66.998604,30.183008,1,1,1,1
"30768",68.853889,29.086389,1,1,1,1
"30897",66.957296,30.183221,2,3,5,5
"30973",66.020134,29.556918,2,3,5,5
"31017",71.429936,34.856902,2,3,5,5
"31149",70.576252,31.881902,1,1,1,1
"31158",62.365,26.101667,1,1,1,1
"31201",66.85,29.8,2,3,3,3
"31297",62.37068,26.100746,2,3,5,5
"31328",71.874921,35.19766,2,3,5,5
"31492",67.003072,30.181361,1,1,1,1
"31541",68.36994,25.382248,1,1,1,1
"31573",67.016968,24.865319,2,3,5,5
"31602",67.003072,30.181361,3,4,4,4
"31603",67.003072,30.181361,3,4,4,4
"31612",63.014758,26.156056,1,1,1,1
"31614",62.365,26.101667,1,1,1,1
"31730",65.53941,27.02216,1,1,1,1
"31782",67.020107,24.869619,2,3,5,5
"31814",71.337399,34.745799,1,1,1,1
"31825",71.53,34.74,1,1,1,1
"31901",64.110936,26.97582,1,1,1,1
"31902",64.147824,26.730322,1,1,1,1
"31906",71.337901,34.004831,2,3,5,5
"32012",71.01955,33.682835,2,3,5,5
"32082",67.003072,30.181361,1,1,1,1
"32097",71.287421,34.021103,2,3,5,5
"32151",69.190067,28.630939,1,1,1,1
"32152",64.147824,26.730322,2,3,5,5
"32155",67.876104,29.539631,1,1,1,1
"32180",67.020271,24.87017,2,3,5,5
"32228",71.246111,34.484444,1,1,1,1
"32230",67.003072,30.181361,2,2,2,2
"32231",67.709172,30.198599,2,3,5,5
"32351",71.5182,33.932191,2,3,5,5
"32395",62.694491,25.831963,2,2,2,2
"32440",67.017613,24.858207,1,1,1,1
"32472",65.529042,28.57283,2,2,2,2
"32508",65.94228,29.393754,2,3,5,5
"32509",66.998734,30.182971,1,1,1,1
"32531",72.671999,32.083823,2,2,2,2
"32533",67.017941,24.864679,2,3,5,5
"32539",63.057025,26.003966,1,1,1,1
"32597",71.400316,34.86446,1,1,1,1
"32645",69.100116,29.142132,1,1,1,1
"32725",68.218263,28.549023,1,1,1,1
"32727",67.807845,29.257376,1,1,1,1
"32755",70.96653,33.745824,1,1,1,1
"32765",71.581566,34.011893,2,2,2,2
"32813",70.402137,33.173915,1,1,1,1
"32814",67.002304,30.165878,1,1,1,1
"32829",71.581669,34.016594,2,2,2,2
"32853",67.01165,24.861764,1,1,1,1
"32877",71.356697,33.887759,2,3,5,5
"32896",70.547742,33.366979,3,4,4,4
"32897",70.825541,31.668918,2,3,5,5
"32963",66.189394,27.682704,2,3,5,5
"32968",67.013708,24.863176,1,1,1,1
"32970",67.017941,24.864679,2,3,5,5
"33009",70.134407,32.930482,2,3,5,5
"33052",63.060796,26.00532,1,1,1,1
"33080",67.084132,24.917075,2,3,5,5
"33104",66.998734,30.182971,1,1,1,1
"33140",63.058686,26.005823,1,1,1,1
"33141",66.995823,30.219156,1,1,1,1
"33176",63.027215,25.974582,2,3,5,5
"33199",70.769213,33.843038,2,2,2,2
"33233",69.922464,32.957395,2,3,5,5
"33270",71.03416,33.498296,2,3,5,5
"33341",71.579286,34.015369,1,1,1,1
"33375",67.014625,24.85738,1,1,1,1
"33434",67.879398,29.543282,1,1,1,1
"33445",71.36863,34.452803,1,1,1,1
"33447",71.429936,34.856902,1,1,1,1
"33457",71.401849,34.321872,2,2,2,2
"33525",71.558922,33.794419,2,2,2,2
"33526",71.558922,33.794419,1,1,1,1
"33528",71.503181,34.793385,2,2,2,2
"33570",71.555645,34.21739,2,2,2,2
"33616",69.159028,29.032452,1,1,1,1
"33656",67.083368,24.916672,1,1,1,1
"33657",67.083333,24.916667,1,1,1,1
"33667",66.996963,30.184597,2,3,3,3
"33668",66.998953,30.183009,2,3,3,3
"33725",64.100613,26.966277,1,1,1,1
"33726",66.020792,29.554339,1,1,1,1
"33788",66.962892,30.18327,3,4,4,4
"33789",66.998953,30.183009,2,2,2,2
"33996",66.998253,30.17931,1,1,1,1
"34068",71.068127,29.238472,2,3,5,5
"34074",NA,NA,1,1,1,1
"34089",66.998953,30.183009,1,1,1,1
"34186",62.034589,26.112487,1,1,1,1
"34187",66.998253,30.17931,2,3,5,5
"34283",70.705311,33.786886,3,4,4,4
"34339",69.163044,29.034942,1,1,1,1
"34341",62.544361,25.799261,2,2,2,2
"34416",71.589422,34.847491,1,1,1,1
"34451",66.886856,25.030366,2,2,2,2
"34493",71.317778,34.816667,1,1,1,1
"34532",71.287864,34.765756,1,1,1,1
"34577",71.258097,34.555417,1,1,1,1
"34593",70.895278,33.882778,1,1,1,1
"34609",66.998953,30.183009,1,1,1,1
"34648",66.998953,30.183009,3,4,4,4
"34649",66.998953,30.183009,2,3,5,5
"34664",64.099737,26.966589,2,3,3,3
"34768",64.115293,27.005916,2,3,5,5
"34769",63.967521,26.659978,1,1,1,1
"34792",71.462588,33.922054,1,1,1,1
"34828",67.070547,24.941617,1,1,1,1
"34857",64.100613,26.966277,2,3,5,5
"34892",66.967435,30.181683,1,1,1,1
"34895",67.13028,24.926335,1,1,1,1
"34936",67.09701,24.91757,1,1,1,1
"34937",67.06837,24.963673,2,3,5,5
"34967",71.144852,33.697271,2,3,5,5
"34968",71.429936,34.856902,1,1,1,1
"34986",62.651949,25.912207,1,1,1,1
"35014",74.575894,31.590166,3,4,4,4
"35198",63.060559,26.00415,1,1,1,1
"35228",71.211667,34.600833,1,1,1,1
"35229",71.211667,34.600833,1,1,1,1
"35233",64.1,26.966667,1,1,1,1
"35242",65.095779,28.490733,2,3,5,5
"35300",65.416667,28.583333,2,3,5,5
"35354",67.030218,24.87088,1,1,1,1
"35355",67.083333,24.916667,2,3,5,5
"35379",71.144852,33.697271,2,3,5,5
"35380",70.604167,32.986001,1,1,1,1
"35381",66.998603,30.183009,2,2,2,2
"35382",71.338333,34.744167,1,1,1,1
"35455",64.101667,26.981667,1,1,1,1
"35456",62.371348,26.1005,2,3,5,5
"35459",66.120656,26.980452,2,3,5,5
"35471",72.3599,34.773647,2,2,2,2
"35510",66.85,29.8,1,1,1,1
"35557",67.002756,24.85752,2,3,5,5
"35559",67.064331,24.972871,1,1,1,1
"35586",63.060556,26.004147,2,3,5,5
"35590",71.555534,34.217204,1,1,1,1
"35598",70.0825,32.823611,1,1,1,1
"35624",64.1,26.966667,1,1,1,1
"35673",69.570392,32.304842,1,1,1,1
"35703",71.555534,34.217204,1,1,1,1
"35769",67.1,29.916667,1,1,1,1
"35801",71.478301,34.100387,1,1,1,1
"35802",66.992844,24.950082,1,1,1,1
"35803",66.992844,30.079414,1,1,1,1
"35804",66.333333,28.304722,1,1,1,1
"35881",66.98093,24.970532,2,2,2,2
"35911",71.555534,34.217204,2,3,5,5
"35954",67.129867,24.832234,1,1,1,1
"35988",66.998603,30.183009,2,3,5,5
"36078",68.620523,25.922808,1,1,1,1
"36161",62.371348,26.1005,1,1,1,1
"36249",70.707228,33.778545,2,3,5,5
"36318",67.006485,30.174383,1,1,1,1
"36319",62.325952,25.215382,2,2,2,2
"36423",72.415441,34.637438,2,2,2,2
"36448",67.868847,29.532155,1,1,1,1
"36453",70.926409,33.80944,2,3,5,5
"36482",73.108405,31.410724,2,3,5,5
"36507",66.99183,30.081372,1,1,1,1
"36620",66.998684,30.182955,1,1,1,1
"36634",71.193399,30.070373,2,3,3,3
"36645",69.181237,28.632171,1,1,1,1
"36669",70.121374,33.905531,2,2,2,2
"36686",63.968023,26.655872,1,1,1,1
"36697",66.998778,30.183236,2,3,5,5
"36708",71.536462,34.013923,3,4,4,4
"36740",70.90738,31.832288,1,1,1,1
"36776",71.467778,34.805,1,1,1,1
"36834",64.275006,26.702338,1,1,1,1
"36863",69.200441,28.633387,1,1,1,1
"36891",62.959528,25.995098,1,1,1,1
"36892",66.998778,30.183236,1,1,1,1
"36893",69.100003,29.142127,1,1,1,1
"36954",67.01005,24.861443,2,3,3,3
"36987",63.466667,25.266667,2,3,5,5
"36988",63.466667,25.266667,2,3,5,5
"37027",66.998778,30.183236,1,1,1,1
"37074",71.120431,33.885767,2,3,5,5
"37193",69.027478,28.620151,2,3,3,3
"37243",69.384377,28.955469,1,1,1,1
"37244",67.849683,29.164293,1,1,1,1
"37249",71.477429,34.565494,1,1,1,1
"37256",70.537778,33.583889,2,2,2,2
"37257",70.336069,33.695975,2,2,2,2
"37342",67.876624,29.53963,1,1,1,1
"37386",69.37845,28.86935,1,1,1,1
"37468",68.98004,31.329887,2,2,2,2
"37469",69.45009,31.350038,2,2,2,2
"37474",66.945547,24.976461,2,2,2,2
"37475",71.1904,34.61468,1,1,1,1
"37522",69.099914,29.142088,1,1,1,1
"37523",71.099167,34.461111,1,1,1,1
"37599",66.96863,30.135364,2,3,5,5
"37637",66.97,30.198611,1,1,1,1
"37638",66.99061,30.191594,1,1,1,1
"37639",65.577382,26.304831,2,3,5,5
"37640",67.884341,28.158098,1,1,1,1
"37697",73.050429,33.596908,3,4,4,4
"37698",62.322409,25.126114,2,3,3,3
"37699",67.886708,28.155415,1,1,1,1
"37763",67.033268,24.933604,1,1,1,1
"37799",69.362853,30.478008,2,3,5,5
"37813",66.998824,30.182962,1,1,1,1
"37850",69.384377,28.955469,1,1,1,1
"37901",68.225697,28.542062,1,1,1,1
"37954",68.334164,28.868734,1,1,1,1
"37955",68.334164,28.868734,1,1,1,1
"37956",68.334164,28.868734,1,1,1,1
"38005",69.099914,29.142088,1,1,1,1
"38006",64.633889,25.214722,2,3,5,5
"38061",68.201962,28.297637,1,1,1,1
"38063",66.294167,29.178056,1,1,1,1
"38093",73.044493,33.598133,2,3,5,5
"38095",71.511591,34.740321,2,2,2,2
"38117",71.010278,29.095833,1,1,1,1
"38230",71.338333,34.744167,2,3,5,5
"38238",69.384377,28.955469,1,1,1,1
"38239",66.998824,30.182962,1,1,1,1
"38240",66.998824,30.182962,1,1,1,1
"38241",66.998824,30.182962,1,1,1,1
"38342",68.616381,28.629159,1,1,1,1
"38344",68.541317,28.518939,1,1,1,1
"38384",66.850045,29.800097,1,1,1,1
"38442",68.354359,28.373257,1,1,1,1
"38469",68.047751,28.587601,1,1,1,1
"38470",68.047751,28.587601,1,1,1,1
"38472",68.406381,28.644878,1,1,1,1
"38537",68.33299,28.86762,1,1,1,1
"38647",62.3225,25.126389,2,2,2,2
"38649",66.019366,29.555786,2,3,3,3
"38697",68.542198,28.519525,1,1,1,1
"38698",68.775,28.240278,1,1,1,1
"38744",68.637778,27.956944,3,4,4,4
"38840",63.466801,25.266566,2,2,2,2
"38872",69.150033,29.03319,1,1,1,6
"38888",68.333865,28.868386,1,1,1,6
"38914",63.448317,25.398026,2,2,2,2
"38917",63.466667,25.267072,1,1,1,6
"38959",70.336069,33.695975,1,1,1,6
"38960",73.201062,34.333882,1,1,1,6
"38961",69.150045,29.033196,1,1,1,6
"38963",67.104512,24.927639,1,1,1,1
"38964",70.807222,33.784444,1,1,1,6
"39065",65.706667,27.228333,1,1,1,6
"39067",64.059113,26.99214,2,3,5,5
"39105",69.100003,29.142127,1,1,1,6
"39107",64.113921,26.999497,2,3,5,5
"39149",67.934619,29.834081,1,1,1,6
"39152",68.333865,28.868386,1,1,1,6
"39153",68.333865,28.868386,1,1,1,6
"39154",68.333865,28.868386,1,1,1,6
"39188",70.807222,33.784444,1,1,1,6
"39248",71.058691,34.555251,1,1,1,6
"39300",69.099824,29.141775,1,1,1,6
"39341",65.816543,27.895547,2,3,5,5
"39417",68.733333,26.116667,1,1,1,6
"39478",71.437996,33.993364,3,4,4,4
"39481",69.463333,31.124167,2,2,2,2
"39525",68.333865,28.868386,1,1,1,6
"39526",68.333865,28.868386,1,1,1,6
"39527",71.146894,34.093421,2,3,5,5
"39598",69.0015,28.923432,1,1,1,6
"39600",68.07607,28.751677,1,1,1,6
"39601",68.07607,28.751677,1,1,1,6
"39605",68.07607,28.751677,1,1,1,6
"39606",68.07607,28.751677,1,1,1,6
"39638",69.181556,28.244087,1,1,1,6
"39649",68.07607,28.751677,1,1,1,6
"39682",74.357514,31.553995,3,4,4,4
"39684",64.179674,26.726647,2,3,5,5
"39685",69.183333,28.633333,1,1,1,6
"39734",73.101766,33.637476,3,4,4,4
"39750",67.033333,24.933333,2,3,5,5
"39813",69.15,29.033333,1,1,1,6
"39839",68.356281,28.371818,1,1,1,6
"39875",68.719787,28.940156,1,1,1,6
"39876",69.100003,29.141853,1,1,1,6
"39879",63.060377,26.004247,2,3,5,5
"39880",66.589627,29.025798,2,3,5,5
"39957",66.998734,30.182971,1,1,1,6
"39958",69.066667,28.95,1,1,1,6
"39993",68.6,30.366667,2,3,3,3
"40034",63.884133,26.014447,1,1,1,6
"40117",69.100003,29.142127,1,1,1,1
"40158",67.643889,29.195278,2,3,5,5
"40159",69.089402,28.946594,1,1,1,1
"40432",63.714911,26.025566,1,1,1,1
"40444",67.021816,24.946496,2,3,5,5
"40474",63.884167,26.014444,1,1,1,1
"40515",72.348611,34.246111,2,3,5,5
"40521",64.091917,26.973466,1,1,1,1
"40616",71.529738,34.007478,2,3,5,5
"40645",66.621944,25.807222,1,1,1,1
"40688",74.363412,31.410962,3,4,4,4
"40689",74.363546,31.412935,3,4,4,4
"40779",71.478739,34.106446,2,2,2,2
"40780",73.201062,34.333882,2,3,5,5
"40808",71.58049,34.014975,2,2,2,2
"40809",71.291389,34.662222,2,3,5,5
"40832",70.858056,33.933611,1,1,1,1
"40876",67.053014,24.972152,3,4,4,4
"40877",67.01445,24.856305,1,1,1,1
"40878",65.417088,28.58345,2,2,2,2
"40906",66.998734,30.182971,2,2,2,2
"40985",66.456724,29.73527,2,2,2,2
"40994",68.190837,28.3898,1,1,1,1
"40995",63.103333,26.002778,2,3,3,3
"41045",66.883392,25.028372,1,1,1,1
"41084",69.100131,29.142177,1,1,1,1
"41124",69.514156,30.498044,2,3,5,5
"41148",67.211702,24.858406,1,1,1,1
"41176",71.018611,33.925278,2,3,5,5
"41212",65.791944,29.078611,2,2,2,2
"41213",71.456944,33.986111,2,2,2,2
"41241",68.670833,28.427222,1,1,1,1
