"","longitude","latitude","k3","k4","k5","k6"
"7073","66.690298","32.997833","3","3","4","5"
"7075","62.716805","32.223492","3","3","4","5"
"7090","64.776314","35.92017","2","2","2","3"
"7094","69.287754","35.804295","2","2","2","3"
"7114","65.321147","35.010167","3","3","4","5"
"7132","68.420464","33.551708","3","3","4","5"
"7179","64.212906","31.13228","1","1","1","1"
"7181","64.776314","35.92017","3","3","3","4"
"7190","68.383239","33.933668","1","1","1","2"
"7199","69.025757","35.322348","3","3","4","5"
"7206","65.456374","32.623813","1","1","1","2"
"7215","64.44207","31.7472","3","3","4","5"
"7222","64.781443","32.363889","1","1","1","2"
"7223","64.781443","32.363889","1","1","1","2"
"7224","67.189449","32.191878","3","3","3","4"
"7225","71.330556","35.233611","3","3","3","4"
"7226","70.78821","34.263149","3","3","4","5"
"7237","64.564089","31.8236","3","3","3","4"
"7241","68.840693","34.361059","3","4","5","6"
"7242","62.947807","32.241694","3","4","5","6"
"7255","70.621679","34.171831","3","3","4","5"
"7257","62.267778","33.741389","3","4","5","6"
"7267","67.042618","31.57276","1","1","1","2"
"7315","62.028239","32.480918","1","1","1","2"
"7318","70.858971","34.634171","1","1","1","2"
"7319","68.441254","33.313641","1","1","1","2"
"7348","70.858971","34.634171","1","1","1","2"
"7350","64.864446","36.23828","3","3","3","4"
"7380","69.878354","33.566561","1","1","1","2"
"7408","65.700272","31.61088","2","2","2","3"
"7409","70.14558","34.689769","1","1","1","2"
"7410","64.781443","32.363889","1","1","1","2"
"7437","68.420394","33.551631","3","3","4","5"
"7453","67.060303","34.047489","3","4","5","6"
"7454","61.543044","32.29097","3","4","5","6"
"7478","69.878354","33.566561","1","1","1","2"
"7479","65.167191","31.536167","1","1","1","2"
"7489","63.283333","35.616667","1","1","1","2"
"7502","66.24526","36.052334","3","3","3","4"
"7523","71.528625","35.225369","3","4","5","6"
"7535","69.031454","34.002056","3","3","4","5"
"7536","65.35","31.45","1","1","1","2"
"7539","68.408188","36.148178","1","1","1","2"
"7563","70.811995","36.736154","3","3","3","4"
"7567","61.86","30.96","3","4","5","6"
"7581","62.115719","32.374802","1","1","1","2"
"7588","70.211068","34.674256","3","3","3","4"
"7652","61.108281","34.660326","1","1","1","2"
"7659","69.112038","36.680279","1","1","1","2"
"7677","62.115719","32.374802","1","1","1","2"
