"","eventid","country_txt","latitude","longitude","attacktype1","targtype1","region","weaptype1","imonth","suicide","gname","guncertain1","doubtterr","groups"
"13810",201307020014,"Iraq",33.325,44.422,"3","3","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13811",201307020015,"Iraq",33.350606,44.515214,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13812",201307020016,"Iraq",33.251389,44.391944,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13813",201307020017,"Iraq",33.2975,44.290556,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13814",201307020018,"Iraq",33.310088,44.465532,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13816",201307020020,"Iraq",33.291944,44.065556,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13818",201307020022,"Iraq",33.75,44.633333,"3","14","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"13819",201307020023,"Iraq",30.5,47.816667,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13820",201307020024,"Iraq",31.837339,47.150951,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13821",201307020025,"Iraq",31.316667,45.283333,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13975",201307070003,"Iraq",32.867909,44.217482,"5","3","10","5","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",2
"14100",201307110001,"Iraq",33.966996,44.922352,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14101",201307110002,"Iraq",33.966996,44.922352,"3","13","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"14216",201307140007,"Iraq",30.5,47.816667,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14217",201307140008,"Iraq",30.5,47.816667,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14218",201307140009,"Iraq",30.5,47.816667,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14219",201307140010,"Iraq",32.506143,45.824461,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14220",201307140011,"Iraq",32.614653,44.023561,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14221",201307140012,"Iraq",31.044404,46.253271,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14223",201307140014,"Iraq",32.775657,44.289222,"3","15","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"14264",201307150011,"Iraq",34.195617,43.883328,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14314",201307160030,"Iraq",34.896069,43.463867,"2","4","10","5","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",2
"14365",201307180002,"Iraq",34.19421,43.874931,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14391",201307190006,"Iraq",33.970413,44.925785,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14423",201307200001,"Iraq",33.298969,44.430499,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14425",201307200003,"Iraq",33.297319,44.423633,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14426",201307200004,"Iraq",33.251506,44.507801,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14427",201307200005,"Iraq",33.251506,44.507801,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14428",201307200006,"Iraq",33.251506,44.507801,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14432",201307200010,"Iraq",33.346171,44.338503,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14433",201307200011,"Iraq",33.325,44.422,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14434",201307200012,"Iraq",33.304851,44.489086,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14435",201307200013,"Iraq",33.321349,44.392891,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14436",201307200014,"Iraq",33.325,44.422,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14439",201307200017,"Iraq",33.268315,44.34494,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14440",201307200018,"Iraq",33.75,44.633333,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14444",201307200022,"Iraq",35.492997,43.242478,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"14471",201307210001,"Iraq",33.291944,44.065556,"3","3","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"14472",201307210002,"Iraq",33.541681,44.249783,"3","3","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"14503",201307220001,"Iraq",36.340641,43.132396,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"14616",201307240011,"Iraq",34.791673,44.660454,"2","3","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"14668",201307250011,"Iraq",34.791673,44.660454,"2","14","10","5","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"14764",201307280004,"Iraq",34.887832,44.629712,"3","2","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"14788",201307290001,"Iraq",32.506143,45.824461,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14789",201307290002,"Iraq",33.099919,44.583156,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14790",201307290003,"Iraq",33.75,44.633333,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14791",201307290004,"Iraq",30.5,47.816667,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14792",201307290005,"Iraq",34.928797,43.492627,"3","3","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14793",201307290006,"Iraq",33.36713,44.395151,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14794",201307290007,"Iraq",33.389934,44.460652,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14795",201307290008,"Iraq",33.38186,44.453575,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14796",201307290009,"Iraq",36.807773,42.096348,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"14797",201307290010,"Iraq",33.061191,44.359188,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14798",201307290011,"Iraq",34.372222,41.9875,"3","3","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14799",201307290012,"Iraq",33.361216,44.314871,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14800",201307290013,"Iraq",33.313889,44.382019,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14801",201307290014,"Iraq",33.325,44.422,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14802",201307290015,"Iraq",33.325,44.422,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14803",201307290016,"Iraq",33.411707,44.432341,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14804",201307290017,"Iraq",33.325,44.422,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14805",201307290018,"Iraq",33.268315,44.34494,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14806",201307290019,"Iraq",33.325,44.422,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14807",201307290020,"Iraq",33.310088,44.465532,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14808",201307290021,"Iraq",33.310088,44.465532,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"14809",201307290022,"Iraq",33.998668,44.362793,"3","20","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",3
"14810",201307290023,"Iraq",33.055448,43.714248,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"14811",201307290024,"Iraq",32.501659,45.81879,"2","3","10","5","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"15139",201308060027,"Iraq",33.971279,44.926682,"9","17","10","13","8","0","Islamic State of Iraq and the Levant (ISIL)","1","0",4
"15174",201308070019,"Iraq",34.603965,43.678867,"3","3","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"15249",201308100003,"Iraq",33.410236,44.431272,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15250",201308100004,"Iraq",33.223114,44.540776,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15251",201308100005,"Iraq",34.883537,44.63419,"3","14","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"15252",201308100006,"Iraq",33.325,44.422,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15253",201308100007,"Iraq",33.282396,44.32407,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15254",201308100008,"Iraq",33.305425,44.487663,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15255",201308100009,"Iraq",33.226391,44.374551,"3","1","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15256",201308100010,"Iraq",33.268259,44.344755,"3","1","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15257",201308100011,"Iraq",33.54631,44.413457,"3","1","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15258",201308100012,"Iraq",32.760212,45.172949,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15259",201308100013,"Iraq",33.324791,44.394271,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15260",201308100014,"Iraq",33.325,44.422,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15261",201308100015,"Iraq",35.46883,44.39098,"3","15","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15262",201308100016,"Iraq",31.048816,46.255821,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15263",201308100017,"Iraq",32.6143,44.02483,"3","1","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15265",201308100019,"Iraq",33.246727,44.353126,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15266",201308100020,"Iraq",36.34,43.13,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15267",201308100021,"Iraq",36.34,43.13,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15270",201308100024,"Iraq",33.251389,44.391944,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15274",201308100028,"Iraq",33.27264,44.299996,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15275",201308100030,"Iraq",33.325,44.422,"3","1","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15276",201308100031,"Iraq",31.104229,46.362469,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15285",201308100049,"Iraq",36.368498,43.13845,"3","1","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15425",201308150018,"Iraq",33.331662,44.383028,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15426",201308150019,"Iraq",33.325,44.422,"3","19","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15427",201308150020,"Iraq",33.54631,44.413457,"3","1","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15428",201308150021,"Iraq",33.340943,44.483299,"3","3","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15429",201308150022,"Iraq",33.353939,44.390896,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15430",201308150023,"Iraq",33.392609,44.459068,"3","1","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15431",201308150024,"Iraq",33.31848,44.388092,"3","3","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15432",201308150025,"Iraq",33.378455,44.411674,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15433",201308150026,"Iraq",33.245579,44.316788,"3","21","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15434",201308150027,"Iraq",33.376592,44.42526,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15629",201308220007,"Iraq",33.099883,44.578228,"3","17","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"15840",201308280007,"Iraq",33.298646,44.347247,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15841",201308280008,"Iraq",33.400742,44.374321,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15842",201308280009,"Iraq",33.354467,44.318925,"3","3","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"15843",201308280010,"Iraq",33.392609,44.459068,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15844",201308280011,"Iraq",33.355266,44.317461,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15845",201308280012,"Iraq",33.305425,44.487663,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15846",201308280013,"Iraq",33.246943,44.356514,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15847",201308280014,"Iraq",33.223114,44.540776,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15848",201308280015,"Iraq",33.268546,44.345013,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15849",201308280016,"Iraq",33.354764,44.389744,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15850",201308280017,"Iraq",33.411311,44.43153,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15851",201308280018,"Iraq",33.376592,44.42526,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15852",201308280019,"Iraq",33.278377,44.326387,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15853",201308280020,"Iraq",33.055191,44.37141,"3","1","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"15854",201308280021,"Iraq",33.1,44.583333,"3","4","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"15855",201308280022,"Iraq",33.664925,44.380538,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15858",201308280025,"Iraq",33.381146,44.34494,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"15859",201308280026,"Iraq",33.381146,44.34494,"3","14","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"15881",201308290010,"Iraq",34.19434,43.874561,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16022",201309030001,"Iraq",33.387416,44.411307,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16023",201309030002,"Iraq",33.325,44.422,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16024",201309030003,"Iraq",33.325,44.422,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16025",201309030004,"Iraq",33.387306,44.45784,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16026",201309030005,"Iraq",33.247876,44.355999,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16027",201309030006,"Iraq",33.325,44.422,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16028",201309030007,"Iraq",33.324424,44.421727,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16029",201309030008,"Iraq",33.316466,44.428571,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16030",201309030009,"Iraq",33.325,44.422,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16032",201309030011,"Iraq",33.305066,44.488178,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16033",201309030012,"Iraq",33.251389,44.391944,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16034",201309030013,"Iraq",33.325,44.422,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16035",201309030014,"Iraq",33.325,44.422,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16284",201309110011,"Iraq",35.46883,44.39098,"1","2","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",2
"16415",201309150001,"Iraq",33.330247,44.503088,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16416",201309150002,"Iraq",30.5,47.816667,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16417",201309150003,"Iraq",32.621449,44.025249,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16418",201309150004,"Iraq",33.325,44.422,"1","2","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",2
"16419",201309150005,"Iraq",33.325,44.422,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16421",201309150008,"Iraq",32.501659,45.81879,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16422",201309150009,"Iraq",32.583849,44.559631,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16423",201309150010,"Iraq",32.583849,44.559631,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16424",201309150011,"Iraq",32.886939,44.348359,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16425",201309150012,"Iraq",31.104229,46.362469,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16426",201309150013,"Iraq",33.323125,44.417738,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16428",201309150015,"Iraq",35.329201,43.943679,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16429",201309150016,"Iraq",33.702778,44.659444,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16541",201309180007,"Iraq",33.320107,44.420539,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16542",201309180008,"Iraq",33.320107,44.420539,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16549",201309180015,"Iraq",33.325,44.422,"3","2","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16700",201309240006,"Iraq",34.372222,41.9875,"3","3","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"16701",201309240007,"Iraq",34.372222,41.9875,"3","2","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"16728",201309250010,"Iraq",35.327451,43.767614,"3","3","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"16729",201309250011,"Iraq",35.327451,43.767614,"3","2","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"16730",201309250012,"Iraq",35.327451,43.767614,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16731",201309250013,"Iraq",35.327451,43.767614,"2","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",2
"16733",201309250015,"Iraq",33.325,44.422,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16736",201309250018,"Iraq",36.34,43.13,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16755",201309260012,"Iraq",33.251389,44.391944,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16756",201309260013,"Iraq",33.463272,44.158197,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"16849",201309290003,"Iraq",32.77578,44.300991,"3","14","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"16855",201309290012,"Iraq",36.191111,44.009167,"3","2","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"16870",201309300001,"Iraq",33.325,44.422,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16871",201309300002,"Iraq",33.387306,44.45784,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16872",201309300003,"Iraq",33.30521,44.488436,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16873",201309300004,"Iraq",33.463272,44.158197,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16874",201309300005,"Iraq",33.325,44.422,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16875",201309300006,"Iraq",33.32526,44.422014,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16876",201309300007,"Iraq",33.325,44.422,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16877",201309300008,"Iraq",33.325,44.422,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16878",201309300009,"Iraq",33.325,44.422,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16883",201309300014,"Iraq",33.325,44.422,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16884",201309300015,"Iraq",33.402846,44.408011,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16885",201309300016,"Iraq",33.411383,44.431787,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16886",201309300017,"Iraq",33.251389,44.391944,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16913",201309300055,"Iraq",33.411168,44.431873,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16914",201309300056,"Iraq",33.411168,44.431873,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"16916",201310010004,"Iraq",34.604328,43.68557,"3","3","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"16969",201310020036,"Iraq",33.376952,44.70296,"3","14","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"17036",201310050002,"Iraq",33.325,44.422,"3","14","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"17066",201310060002,"Iraq",33.325,44.422,"3","14","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"17067",201310060003,"Iraq",36.501024,42.439744,"3","3","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"17068",201310060004,"Iraq",36.501024,42.439744,"3","8","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"17204",201310090035,"Iraq",35.32521,43.778873,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17239",201310090084,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17240",201310090085,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17241",201310090086,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17242",201310090087,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17243",201310090088,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17244",201310090089,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17245",201310090090,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17246",201310090091,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17247",201310090092,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17248",201310090093,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17249",201310090094,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17250",201310090095,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17251",201310090096,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17252",201310090097,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17253",201310090098,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17254",201310090099,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17255",201310090100,"Iraq",35.323789,43.772096,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"17577",201310210009,"Iraq",33.35,43.783333,"5","3","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"17590",201310210024,"Iraq",33.747758,45.552322,"3","3","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"17681",201310230071,"Iraq",33.927271,44.773299,"3","4","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"18040",201310310001,"Iraq",34.88562,44.639339,"3","14","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"18041",201310310002,"Iraq",34.88562,44.639339,"3","14","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"18240",201311050032,"Iraq",36.34,43.13,"3","3","10","6","11","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"18241",201311050033,"Iraq",35.456196,44.384336,"3","10","10","6","11","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"18242",201311050034,"Iraq",34.595041,43.919777,"3","3","10","6","11","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"18416",201311100049,"Iraq",31.988423,44.924269,"3","14","10","6","11","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
