"","eventid","country_txt","latitude","longitude","attacktype1","targtype1","region","weaptype1","imonth","suicide","gname","guncertain1","doubtterr","groups"
"31970",201408220061,"Iraq",34.929123,43.493002,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"31971",201408220062,"Iraq",34.929123,43.493002,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"31972",201408220063,"Iraq",34.929123,43.493002,"3","22","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"31979",201408220073,"Iraq",33.650227,44.64407,"3","15","10","6","8","1","Asa'ib Ahl al-Haqq","0","0",5
"31980",201408220074,"Iraq",36.34,43.13,"6","14","10","12","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"31981",201408220076,"Iraq",34.057456,44.218802,"2","14","10","5","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"32017",201408230052,"Iraq",36.190394,44.008774,"3","8","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32022",201408230085,"Iraq",35.434389,44.379748,"3","4","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32023",201408230086,"Iraq",35.43439,44.379748,"3","4","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32024",201408230087,"Iraq",35.414734,44.363718,"3","14","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32026",201408230089,"Iraq",34.929167,43.493056,"3","1","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32057",201408240081,"Iraq",33.295433,44.42526,"3","2","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"32058",201408240082,"Iraq",33.370243,44.278691,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32059",201408240083,"Iraq",33.509136,44.234186,"3","4","10","6","8","0","Military Council of the Tribal Revolutionaries (MCTR)","0","1",1
"32063",201408240090,"Iraq",33.291251,44.065372,"2","17","10","5","8","0","Al-Naqshabandiya Army","0","0",2
"32135",201408250070,"Iraq",33.305081,44.488947,"3","15","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32140",201408250075,"Iraq",32.606406,44.025392,"3","2","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32141",201408250076,"Iraq",32.606406,44.025392,"3","13","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32142",201408250077,"Iraq",32.483333,44.433333,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32143",201408250078,"Iraq",32.483333,44.433333,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32161",201408260053,"Iraq",33.305081,44.488947,"3","14","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32173",201408260080,"Iraq",33.63497,44.235291,"3","4","10","6","8","0","Military Council of the Tribal Revolutionaries (MCTR)","0","1",1
"32176",201408260084,"Iraq",33.64275,42.814981,"1","3","10","5","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"32177",201408260085,"Iraq",34.527778,43.705129,"9","14","10","13","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32244",201408280029,"Iraq",35.514798,44.288161,"3","4","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"32261",201408290001,"Iraq",34.276951,43.801308,"3","19","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32278",201408290032,"Iraq",34.192464,43.88616,"3","3","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32280",201408290036,"Iraq",34.273484,45.165712,"3","4","10","6","8","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"32304",201408300026,"Iraq",33.078763,44.252749,"3","4","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"32342",201408310049,"Iraq",33.664076,44.373231,"3","4","10","6","8","0","Military Council of the Tribal Revolutionaries (MCTR)","0","1",1
"32346",201408310059,"Iraq",34.058006,44.258588,"9","20","10","13","8","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32356",201408310076,"Iraq",33.416615,43.29343,"3","4","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32357",201408310077,"Iraq",33.416616,43.29343,"3","4","10","6","8","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32382",201409010027,"Iraq",32.904772,44.177959,"3","4","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"32383",201409010028,"Iraq",33.277992,44.328386,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32384",201409010029,"Iraq",33.268315,44.34494,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32385",201409010033,"Iraq",32.870514,44.29695,"3","17","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32389",201409010038,"Iraq",34.077841,44.06334,"6","17","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"32474",201409040021,"Iraq",33.298749,44.4229,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32475",201409040022,"Iraq",33.446575,43.274712,"3","4","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"32477",201409040024,"Iraq",33.164486,43.864934,"3","3","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32481",201409040030,"Iraq",35.359559,43.667201,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32482",201409040032,"Iraq",35.878809,43.341739,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32483",201409040033,"Iraq",35.878809,43.341739,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32484",201409040034,"Iraq",35.878809,43.341739,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32510",201409050024,"Iraq",33.251506,44.5078,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32514",201409050032,"Iraq",36.201965,42.298298,"1","3","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32543",201409060040,"Iraq",36.34,43.13,"9","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32544",201409060041,"Iraq",36.34,43.13,"9","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32545",201409060042,"Iraq",36.34,43.13,"1","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32558",201409060065,"Iraq",33.349908,43.78318,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32576",201409070046,"Iraq",35.408537,43.684358,"9","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32578",201409070049,"Iraq",33.244068,44.024115,"2","4","10","5","9","0","Al-Naqshabandiya Army","0","1",2
"32579",201409070051,"Iraq",36.34,43.13,"6","3","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32592",201409070074,"Iraq",34.192537,43.886423,"6","10","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32612",201409080034,"Iraq",34.055475,44.221293,"3","14","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32617",201409080040,"Iraq",34.05911,44.215907,"2","14","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"32659",201409090036,"Iraq",34.186255,45.12633,"3","2","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32660",201409090037,"Iraq",34.186255,45.12633,"3","2","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32661",201409090038,"Iraq",34.186255,45.12633,"3","2","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32662",201409090039,"Iraq",34.186255,45.12633,"3","2","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32667",201409090045,"Iraq",33.395471,43.85474,"2","4","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",2
"32668",201409090046,"Iraq",34.744441,43.662071,"6","3","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32694",201409100027,"Iraq",35.244366,44.280062,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32695",201409100028,"Iraq",35.316667,43.766667,"7","2","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32746",201409110061,"Iraq",35.136031,44.087539,"6","17","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"32747",201409110062,"Iraq",35.136629,44.087225,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32752",201409110079,"Iraq",34.811952,44.522008,"9","4","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"32753",201409110080,"Iraq",34.811952,44.522008,"9","4","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"32779",201409120044,"Iraq",35.270346,43.916745,"6","3","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32785",201409120065,"Iraq",35.311037,43.198927,"6","3","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32802",201409120084,"Iraq",34.68245,43.549927,"3","17","10","6","9","1","Al-Naqshabandiya Army","0","0",1
"32803",201409120085,"Iraq",33.395471,43.85474,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32804",201409120086,"Iraq",33.395471,43.85474,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32805",201409120087,"Iraq",33.395471,43.85474,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32806",201409120088,"Iraq",33.395471,43.85474,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32807",201409120089,"Iraq",33.395471,43.85474,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32808",201409120090,"Iraq",34.186255,45.12633,"6","14","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32842",201409130034,"Iraq",34.051489,44.208915,"3","19","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"32850",201409130042,"Iraq",34.922853,43.487018,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32854",201409130072,"Iraq",35.311037,43.198927,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32888",201409140063,"Iraq",34.500181,44.047421,"6","3","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32889",201409140064,"Iraq",35.272259,43.462072,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32890",201409140066,"Iraq",33.509167,44.234167,"3","4","10","6","9","0","Al-Naqshabandiya Army","0","1",1
"32891",201409140068,"Iraq",34.186255,45.12633,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32921",201409150056,"Iraq",35.143172,44.446499,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32922",201409150057,"Iraq",35.143172,44.446499,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32924",201409150059,"Iraq",34.595925,43.682165,"3","2","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32925",201409150060,"Iraq",35.316667,43.766667,"6","14","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"32931",201409150093,"Iraq",34.6,43.683333,"3","4","10","6","9","0","Military Council of the Tribal Revolutionaries (MCTR)","0","1",1
"32932",201409150094,"Iraq",34.05911,44.215907,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32935",201409150097,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32936",201409150098,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32937",201409150099,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32938",201409150100,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32939",201409150101,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32940",201409150102,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32941",201409150103,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32942",201409150104,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32943",201409150105,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32944",201409150106,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32945",201409150107,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"32946",201409150108,"Iraq",35.242578,44.273956,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33024",201409170070,"Iraq",33.395471,43.85474,"3","19","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33026",201409170072,"Iraq",33.393196,43.853123,"2","4","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",2
"33028",201409170076,"Iraq",33.669559,44.391771,"3","3","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"33030",201409170078,"Iraq",33.366549,43.791443,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33031",201409170080,"Iraq",33.927271,44.773299,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33032",201409170082,"Iraq",36.34,43.13,"6","1","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33038",201409170089,"Iraq",33.397005,43.684299,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33039",201409170090,"Iraq",33.376801,43.765368,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33075",201409180037,"Iraq",33.381146,44.34494,"3","4","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"33076",201409180038,"Iraq",33.349564,44.338463,"3","1","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33082",201409180044,"Iraq",36.311951,43.54571,"3","19","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33086",201409180052,"Iraq",33.381146,44.34494,"3","4","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33087",201409180054,"Iraq",33.381146,44.34494,"3","4","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33091",201409180061,"Iraq",33.348311,44.340851,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33117",201409190050,"Iraq",35.475609,44.401651,"3","1","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"33118",201409190051,"Iraq",33.298749,44.4229,"3","15","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33119",201409190052,"Iraq",33.061667,44.354167,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33120",201409190053,"Iraq",33.268296,44.34483,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33121",201409190054,"Iraq",33.376824,44.702895,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33122",201409190055,"Iraq",34.561178,43.684281,"3","4","10","6","9","0","Military Council of the Tribal Revolutionaries (MCTR)","0","1",1
"33162",201409200052,"Iraq",34.368288,41.094034,"3","2","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33164",201409200057,"Iraq",36.34,43.13,"2","14","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"33216",201409210061,"Iraq",34.875973,44.622195,"3","22","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33217",201409210062,"Iraq",34.894387,44.659142,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33218",201409210063,"Iraq",34.875973,44.622195,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33221",201409210066,"Iraq",35.143172,44.446499,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33222",201409210067,"Iraq",33.164486,43.864934,"7","14","10","8","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"33223",201409210068,"Iraq",33.164486,43.864934,"7","14","10","8","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"33230",201409210081,"Iraq",33.396523,43.684142,"6","4","10","6","9","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"33269",201409220074,"Iraq",33.419307,44.439368,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33276",201409220082,"Iraq",36.385515,41.684051,"9","13","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33278",201409220084,"Iraq",34.026893,44.924357,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33279",201409220085,"Iraq",34.021955,44.934911,"6","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33310",201409230035,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33311",201409230036,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33312",201409230037,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33313",201409230038,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33314",201409230039,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33315",201409230040,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33316",201409230041,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33317",201409230042,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33318",201409230043,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33319",201409230044,"Iraq",35.316667,43.766667,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33361",201409240059,"Iraq",33.419405,43.296505,"9","14","10","13","9","0","Military Council of the Tribal Revolutionaries (MCTR)","0","0",4
"33362",201409240061,"Iraq",34.002559,44.865628,"2","17","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"33365",201409240065,"Iraq",33.50932,43.220707,"6","4","10","9","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"33383",201409250016,"Iraq",33.061667,44.354167,"3","2","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33385",201409250027,"Iraq",34.6,43.683333,"3","15","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33393",201409250042,"Iraq",34.058741,44.217185,"3","20","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33394",201409250043,"Iraq",33.976418,44.336311,"9","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33414",201409260061,"Iraq",34.6,43.683333,"3","15","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33420",201409260072,"Iraq",33.846421,44.23482,"9","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33464",201409270043,"Iraq",33.186357,44.268036,"3","4","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"33471",201409270051,"Iraq",33.976418,44.336311,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33472",201409270052,"Iraq",33.976418,44.336311,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33473",201409270053,"Iraq",33.976418,44.336311,"3","4","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"33474",201409270054,"Iraq",34.038266,44.221479,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33475",201409270055,"Iraq",33.63497,44.235291,"2","17","10","5","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"33482",201409270070,"Iraq",33.471111,43.374167,"9","4","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"33545",201409280060,"Iraq",33.162301,43.863987,"9","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33578",201409290056,"Iraq",33.291891,44.065556,"3","4","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"33588",201409290068,"Iraq",34.202569,45.194256,"9","14","10","13","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33621",201409300022,"Iraq",33.354467,44.318925,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"33622",201409300024,"Iraq",33.460321,44.16569,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"33623",201409300025,"Iraq",33.255693,44.516307,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33624",201409300026,"Iraq",30.5,47.816667,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33626",201409300028,"Iraq",32.616685,44.033355,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33627",201409300029,"Iraq",34.333224,45.383289,"3","4","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"33628",201409300030,"Iraq",32.889677,44.347238,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"33629",201409300031,"Iraq",35.087589,44.322023,"3","3","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33635",201409300040,"Iraq",33.63497,44.235291,"3","4","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"33637",201409300044,"Iraq",34.028727,44.225901,"3","14","10","6","9","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33717",201410020023,"Iraq",33.634102,42.831047,"3","3","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"33720",201410020029,"Iraq",34.276147,44.538422,"9","4","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"33721",201410020030,"Iraq",35.299378,44.328244,"3","4","10","6","10","0","Al-Naqshabandiya Army","0","1",1
"33729",201410020048,"Iraq",33.416649,43.29989,"3","4","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"33756",201410030017,"Iraq",35.269941,43.912673,"3","3","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33763",201410030033,"Iraq",34.929686,43.496409,"3","4","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"33796",201410040012,"Iraq",36.32,41.86,"6","14","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33797",201410040013,"Iraq",36.804669,42.088736,"6","14","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33798",201410040014,"Iraq",36.339787,43.125501,"6","14","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33799",201410040016,"Iraq",33.204347,42.462259,"9","4","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33801",201410040026,"Iraq",33.760026,44.400137,"9","4","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33805",201410040031,"Iraq",34.059111,44.215907,"9","14","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33806",201410040032,"Iraq",34.014935,44.151913,"2","4","10","5","10","0","Al-Naqshabandiya Army","0","0",2
"33820",201410050008,"Iraq",36.0425,41.716111,"6","14","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33821",201410050013,"Iraq",34.929686,43.496409,"9","1","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33832",201410050056,"Iraq",33.634102,42.831047,"6","4","10","5","10","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"33853",201410060014,"Iraq",33.634102,42.831047,"3","2","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"33854",201410060015,"Iraq",33.634102,42.831047,"3","4","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"33898",201410070004,"Iraq",34.979444,44.775278,"3","17","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"33901",201410070007,"Iraq",34.316204,43.868365,"6","17","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"33912",201410070046,"Iraq",34.931273,43.495229,"6","17","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"33946",201410080014,"Iraq",33.389934,44.460652,"3","14","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"33948",201410080016,"Iraq",34.05911,44.215907,"3","4","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"33949",201410080018,"Iraq",34.929179,43.493056,"3","4","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"33959",201410080032,"Iraq",36.339787,43.125501,"6","14","10","5","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"33994",201410090007,"Iraq",33.738988,44.637214,"3","3","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"34022",201410090085,"Iraq",NA,NA,"9","1","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"34023",201410090086,"Iraq",NA,NA,"9","3","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"34038",201410100008,"Iraq",34.072222,44.291389,"3","19","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"34039",201410100009,"Iraq",34.273596,45.165607,"3","2","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"34040",201410100010,"Iraq",34.273596,45.165607,"3","2","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"34041",201410100011,"Iraq",34.273596,45.165607,"3","2","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"34042",201410100012,"Iraq",34.273596,45.165607,"3","14","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"34047",201410100027,"Iraq",36.67606,44.373244,"6","14","10","13","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"34076",201410110007,"Iraq",33.370243,44.278691,"3","14","10","6","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"34079",201410110012,"Iraq",33.468949,43.232093,"2","3","10","5","10","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"34092",201410110055,"Iraq",34.68975,43.585547,"3","4","10","6","10","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
